E[1] [eV],Re(eps)_f_FzB_4,Re(eps)_f_FzB_5,Re(eps)_f_FzB_6,Re(eps)_f_FzB_7,Re(eps)_f_FzB_8,Re(eps)_f_FzB_9
7.330000,1.25581000,1.00695800,1.00543500,1.00445800,1.00272900,1.00082100
7.332000,1.25584400,1.00695800,1.00543500,1.00445800,1.00272900,1.00082100
7.334000,1.25587800,1.00695800,1.00543500,1.00445800,1.00272900,1.00082100
7.335999,1.25591200,1.00695900,1.00543600,1.00445900,1.00272900,1.00082100
7.337999,1.25594700,1.00695900,1.00543600,1.00445900,1.00272900,1.00082100
7.340000,1.25598100,1.00695900,1.00543600,1.00445900,1.00273000,1.00082100
7.342000,1.25601500,1.00695900,1.00543600,1.00445900,1.00273000,1.00082100
7.343999,1.25604900,1.00695900,1.00543600,1.00445900,1.00273000,1.00082100
7.345999,1.25608300,1.00696000,1.00543600,1.00445900,1.00273000,1.00082100
7.347999,1.25611800,1.00696000,1.00543700,1.00445900,1.00273000,1.00082100
7.350000,1.25615200,1.00696000,1.00543700,1.00446000,1.00273000,1.00082100
7.352000,1.25618600,1.00696000,1.00543700,1.00446000,1.00273000,1.00082100
7.354000,1.25622000,1.00696100,1.00543700,1.00446000,1.00273000,1.00082100
7.355999,1.25625500,1.00696100,1.00543700,1.00446000,1.00273000,1.00082100
7.357999,1.25628900,1.00696100,1.00543700,1.00446000,1.00273000,1.00082100
7.360000,1.25632300,1.00696100,1.00543700,1.00446000,1.00273000,1.00082200
7.362000,1.25635800,1.00696100,1.00543800,1.00446000,1.00273000,1.00082200
7.363999,1.25639200,1.00696200,1.00543800,1.00446000,1.00273000,1.00082200
7.365999,1.25642600,1.00696200,1.00543800,1.00446000,1.00273000,1.00082200
7.367999,1.25646100,1.00696200,1.00543800,1.00446100,1.00273100,1.00082200
7.370000,1.25649500,1.00696200,1.00543800,1.00446100,1.00273100,1.00082200
7.372000,1.25652900,1.00696200,1.00543800,1.00446100,1.00273100,1.00082200
7.374000,1.25656400,1.00696300,1.00543900,1.00446100,1.00273100,1.00082200
7.375999,1.25659800,1.00696300,1.00543900,1.00446100,1.00273100,1.00082200
7.377999,1.25663200,1.00696300,1.00543900,1.00446100,1.00273100,1.00082200
7.380000,1.25666700,1.00696300,1.00543900,1.00446100,1.00273100,1.00082200
7.381999,1.25670100,1.00696300,1.00543900,1.00446200,1.00273100,1.00082200
7.383999,1.25673600,1.00696400,1.00544000,1.00446200,1.00273100,1.00082200
7.385999,1.25677000,1.00696400,1.00544000,1.00446200,1.00273100,1.00082200
7.387999,1.25680500,1.00696400,1.00544000,1.00446200,1.00273100,1.00082200
7.390000,1.25683900,1.00696400,1.00544000,1.00446200,1.00273100,1.00082200
7.392000,1.25687300,1.00696500,1.00544000,1.00446200,1.00273100,1.00082200
7.394000,1.25690800,1.00696500,1.00544000,1.00446200,1.00273200,1.00082200
7.395999,1.25694300,1.00696500,1.00544000,1.00446200,1.00273200,1.00082200
7.397999,1.25697700,1.00696500,1.00544100,1.00446300,1.00273200,1.00082200
7.400000,1.25701100,1.00696600,1.00544100,1.00446300,1.00273200,1.00082200
7.401999,1.25704600,1.00696600,1.00544100,1.00446300,1.00273200,1.00082200
7.403999,1.25708100,1.00696600,1.00544100,1.00446300,1.00273200,1.00082200
7.405999,1.25711500,1.00696600,1.00544100,1.00446300,1.00273200,1.00082200
7.408000,1.25715000,1.00696600,1.00544100,1.00446300,1.00273200,1.00082200
7.410000,1.25718400,1.00696700,1.00544200,1.00446300,1.00273200,1.00082200
7.412000,1.25721900,1.00696700,1.00544200,1.00446300,1.00273200,1.00082200
7.414000,1.25725300,1.00696700,1.00544200,1.00446400,1.00273200,1.00082200
7.415999,1.25728800,1.00696700,1.00544200,1.00446400,1.00273200,1.00082200
7.418000,1.25732200,1.00696700,1.00544200,1.00446400,1.00273300,1.00082200
7.420000,1.25735700,1.00696800,1.00544200,1.00446400,1.00273300,1.00082200
7.421999,1.25739200,1.00696800,1.00544300,1.00446400,1.00273300,1.00082200
7.423999,1.25742600,1.00696800,1.00544300,1.00446400,1.00273300,1.00082200
7.425999,1.25746100,1.00696800,1.00544300,1.00446400,1.00273300,1.00082200
7.428000,1.25749600,1.00696800,1.00544300,1.00446500,1.00273300,1.00082200
7.430000,1.25753000,1.00696900,1.00544300,1.00446500,1.00273300,1.00082200
7.432000,1.25756500,1.00696900,1.00544300,1.00446500,1.00273300,1.00082200
7.434000,1.25760000,1.00696900,1.00544300,1.00446500,1.00273300,1.00082200
7.435999,1.25763400,1.00696900,1.00544400,1.00446500,1.00273300,1.00082200
7.438000,1.25766900,1.00697000,1.00544400,1.00446500,1.00273300,1.00082200
7.440000,1.25770400,1.00697000,1.00544400,1.00446500,1.00273300,1.00082200
7.441999,1.25773800,1.00697000,1.00544400,1.00446500,1.00273300,1.00082200
7.443999,1.25777300,1.00697000,1.00544400,1.00446600,1.00273300,1.00082200
7.445999,1.25780800,1.00697000,1.00544400,1.00446600,1.00273400,1.00082200
7.448000,1.25784300,1.00697100,1.00544500,1.00446600,1.00273400,1.00082300
7.450000,1.25787700,1.00697100,1.00544500,1.00446600,1.00273400,1.00082300
7.452000,1.25791200,1.00697100,1.00544500,1.00446600,1.00273400,1.00082300
7.453999,1.25794700,1.00697100,1.00544500,1.00446600,1.00273400,1.00082300
7.455999,1.25798200,1.00697100,1.00544500,1.00446600,1.00273400,1.00082300
7.458000,1.25801600,1.00697200,1.00544500,1.00446600,1.00273400,1.00082300
7.460000,1.25805100,1.00697200,1.00544600,1.00446700,1.00273400,1.00082300
7.461999,1.25808600,1.00697200,1.00544600,1.00446700,1.00273400,1.00082300
7.463999,1.25812100,1.00697200,1.00544600,1.00446700,1.00273400,1.00082300
7.465999,1.25815600,1.00697300,1.00544600,1.00446700,1.00273400,1.00082300
7.468000,1.25819100,1.00697300,1.00544600,1.00446700,1.00273400,1.00082300
7.470000,1.25822500,1.00697300,1.00544600,1.00446700,1.00273400,1.00082300
7.471999,1.25826000,1.00697300,1.00544700,1.00446700,1.00273500,1.00082300
7.473999,1.25829500,1.00697400,1.00544700,1.00446700,1.00273500,1.00082300
7.475999,1.25833000,1.00697400,1.00544700,1.00446800,1.00273500,1.00082300
7.478000,1.25836500,1.00697400,1.00544700,1.00446800,1.00273500,1.00082300
7.480000,1.25840000,1.00697400,1.00544700,1.00446800,1.00273500,1.00082300
7.481999,1.25843500,1.00697400,1.00544700,1.00446800,1.00273500,1.00082300
7.483999,1.25847000,1.00697500,1.00544800,1.00446800,1.00273500,1.00082300
7.486000,1.25850500,1.00697500,1.00544800,1.00446800,1.00273500,1.00082300
7.488000,1.25853900,1.00697500,1.00544800,1.00446800,1.00273500,1.00082300
7.489999,1.25857400,1.00697500,1.00544800,1.00446900,1.00273500,1.00082300
7.491999,1.25860900,1.00697500,1.00544800,1.00446900,1.00273500,1.00082300
7.493999,1.25864400,1.00697600,1.00544800,1.00446900,1.00273500,1.00082300
7.496000,1.25867900,1.00697600,1.00544800,1.00446900,1.00273500,1.00082300
7.498000,1.25871400,1.00697600,1.00544900,1.00446900,1.00273500,1.00082300
7.500000,1.25874900,1.00697600,1.00544900,1.00446900,1.00273600,1.00082300
7.501999,1.25878400,1.00697600,1.00544900,1.00446900,1.00273600,1.00082300
7.503999,1.25881900,1.00697700,1.00544900,1.00446900,1.00273600,1.00082300
7.506000,1.25885400,1.00697700,1.00544900,1.00447000,1.00273600,1.00082300
7.507999,1.25888900,1.00697700,1.00545000,1.00447000,1.00273600,1.00082300
7.509999,1.25892400,1.00697700,1.00545000,1.00447000,1.00273600,1.00082300
7.511999,1.25896000,1.00697800,1.00545000,1.00447000,1.00273600,1.00082300
7.513999,1.25899500,1.00697800,1.00545000,1.00447000,1.00273600,1.00082300
7.516000,1.25903000,1.00697800,1.00545000,1.00447000,1.00273600,1.00082300
7.518000,1.25906500,1.00697800,1.00545000,1.00447000,1.00273600,1.00082300
7.520000,1.25910000,1.00697800,1.00545000,1.00447000,1.00273600,1.00082300
7.521999,1.25913500,1.00697900,1.00545100,1.00447100,1.00273600,1.00082300
7.523999,1.25917000,1.00697900,1.00545100,1.00447100,1.00273700,1.00082300
7.526000,1.25920500,1.00697900,1.00545100,1.00447100,1.00273700,1.00082300
7.527999,1.25924100,1.00697900,1.00545100,1.00447100,1.00273700,1.00082300
7.529999,1.25927600,1.00698000,1.00545100,1.00447100,1.00273700,1.00082300
7.531999,1.25931100,1.00698000,1.00545100,1.00447100,1.00273700,1.00082300
7.533999,1.25934600,1.00698000,1.00545200,1.00447100,1.00273700,1.00082300
7.536000,1.25938100,1.00698000,1.00545200,1.00447200,1.00273700,1.00082300
7.538000,1.25941600,1.00698000,1.00545200,1.00447200,1.00273700,1.00082300
7.539999,1.25945200,1.00698100,1.00545200,1.00447200,1.00273700,1.00082300
7.541999,1.25948700,1.00698100,1.00545200,1.00447200,1.00273700,1.00082300
7.543999,1.25952200,1.00698100,1.00545200,1.00447200,1.00273700,1.00082300
7.546000,1.25955700,1.00698100,1.00545300,1.00447200,1.00273700,1.00082300
7.547999,1.25959300,1.00698100,1.00545300,1.00447200,1.00273700,1.00082400
7.549999,1.25962800,1.00698200,1.00545300,1.00447200,1.00273800,1.00082400
7.551999,1.25966300,1.00698200,1.00545300,1.00447200,1.00273800,1.00082400
7.554000,1.25969800,1.00698200,1.00545300,1.00447300,1.00273800,1.00082400
7.556000,1.25973400,1.00698200,1.00545300,1.00447300,1.00273800,1.00082400
7.558000,1.25976900,1.00698300,1.00545400,1.00447300,1.00273800,1.00082400
7.559999,1.25980400,1.00698300,1.00545400,1.00447300,1.00273800,1.00082400
7.561999,1.25984000,1.00698300,1.00545400,1.00447300,1.00273800,1.00082400
7.564000,1.25987500,1.00698300,1.00545400,1.00447300,1.00273800,1.00082400
7.566000,1.25991000,1.00698300,1.00545400,1.00447300,1.00273800,1.00082400
7.567999,1.25994600,1.00698400,1.00545400,1.00447400,1.00273800,1.00082400
7.569999,1.25998100,1.00698400,1.00545500,1.00447400,1.00273800,1.00082400
7.571999,1.26001600,1.00698400,1.00545500,1.00447400,1.00273800,1.00082400
7.574000,1.26005200,1.00698400,1.00545500,1.00447400,1.00273800,1.00082400
7.576000,1.26008700,1.00698400,1.00545500,1.00447400,1.00273800,1.00082400
7.578000,1.26012300,1.00698500,1.00545500,1.00447400,1.00273900,1.00082400
7.579999,1.26015800,1.00698500,1.00545500,1.00447400,1.00273900,1.00082400
7.581999,1.26019300,1.00698500,1.00545500,1.00447500,1.00273900,1.00082400
7.584000,1.26022900,1.00698500,1.00545600,1.00447500,1.00273900,1.00082400
7.585999,1.26026400,1.00698600,1.00545600,1.00447500,1.00273900,1.00082400
7.587999,1.26030000,1.00698600,1.00545600,1.00447500,1.00273900,1.00082400
7.589999,1.26033500,1.00698600,1.00545600,1.00447500,1.00273900,1.00082400
7.591999,1.26037100,1.00698600,1.00545600,1.00447500,1.00273900,1.00082400
7.594000,1.26040600,1.00698600,1.00545600,1.00447500,1.00273900,1.00082400
7.596000,1.26044200,1.00698700,1.00545700,1.00447500,1.00273900,1.00082400
7.598000,1.26047700,1.00698700,1.00545700,1.00447500,1.00273900,1.00082400
7.599999,1.26051300,1.00698700,1.00545700,1.00447600,1.00273900,1.00082400
7.601999,1.26054800,1.00698700,1.00545700,1.00447600,1.00274000,1.00082400
7.604000,1.26058400,1.00698800,1.00545700,1.00447600,1.00274000,1.00082400
7.605999,1.26061900,1.00698800,1.00545700,1.00447600,1.00274000,1.00082400
7.607999,1.26065500,1.00698800,1.00545800,1.00447600,1.00274000,1.00082400
7.609999,1.26069100,1.00698800,1.00545800,1.00447600,1.00274000,1.00082400
7.611999,1.26072600,1.00698800,1.00545800,1.00447600,1.00274000,1.00082400
7.614000,1.26076200,1.00698900,1.00545800,1.00447700,1.00274000,1.00082400
7.616000,1.26079700,1.00698900,1.00545800,1.00447700,1.00274000,1.00082400
7.618000,1.26083300,1.00698900,1.00545800,1.00447700,1.00274000,1.00082400
7.619999,1.26086900,1.00698900,1.00545900,1.00447700,1.00274000,1.00082400
7.621999,1.26090400,1.00698900,1.00545900,1.00447700,1.00274000,1.00082400
7.624000,1.26094000,1.00699000,1.00545900,1.00447700,1.00274000,1.00082400
7.625999,1.26097600,1.00699000,1.00545900,1.00447700,1.00274100,1.00082400
7.627999,1.26101100,1.00699000,1.00545900,1.00447800,1.00274100,1.00082400
7.629999,1.26104700,1.00699000,1.00545900,1.00447800,1.00274100,1.00082400
7.632000,1.26108300,1.00699100,1.00546000,1.00447800,1.00274100,1.00082400
7.634000,1.26111800,1.00699100,1.00546000,1.00447800,1.00274100,1.00082400
7.636000,1.26115400,1.00699100,1.00546000,1.00447800,1.00274100,1.00082500
7.638000,1.26119000,1.00699100,1.00546000,1.00447800,1.00274100,1.00082500
7.639999,1.26122500,1.00699200,1.00546000,1.00447800,1.00274100,1.00082500
7.642000,1.26126100,1.00699200,1.00546000,1.00447800,1.00274100,1.00082500
7.644000,1.26129700,1.00699200,1.00546100,1.00447900,1.00274100,1.00082500
7.645999,1.26133300,1.00699200,1.00546100,1.00447900,1.00274100,1.00082500
7.647999,1.26136900,1.00699200,1.00546100,1.00447900,1.00274100,1.00082500
7.649999,1.26140400,1.00699300,1.00546100,1.00447900,1.00274100,1.00082500
7.652000,1.26144000,1.00699300,1.00546100,1.00447900,1.00274100,1.00082500
7.654000,1.26147600,1.00699300,1.00546100,1.00447900,1.00274200,1.00082500
7.656000,1.26151200,1.00699300,1.00546100,1.00447900,1.00274200,1.00082500
7.658000,1.26154800,1.00699300,1.00546200,1.00447900,1.00274200,1.00082500
7.659999,1.26158300,1.00699400,1.00546200,1.00448000,1.00274200,1.00082500
7.662000,1.26161900,1.00699400,1.00546200,1.00448000,1.00274200,1.00082500
7.664000,1.26165500,1.00699400,1.00546200,1.00448000,1.00274200,1.00082500
7.665999,1.26169100,1.00699400,1.00546200,1.00448000,1.00274200,1.00082500
7.667999,1.26172700,1.00699400,1.00546200,1.00448000,1.00274200,1.00082500
7.669999,1.26176300,1.00699500,1.00546300,1.00448000,1.00274200,1.00082500
7.672000,1.26179900,1.00699500,1.00546300,1.00448000,1.00274200,1.00082500
7.674000,1.26183500,1.00699500,1.00546300,1.00448000,1.00274200,1.00082500
7.676000,1.26187100,1.00699500,1.00546300,1.00448100,1.00274200,1.00082500
7.677999,1.26190600,1.00699600,1.00546300,1.00448100,1.00274200,1.00082500
7.679999,1.26194200,1.00699600,1.00546300,1.00448100,1.00274300,1.00082500
7.682000,1.26197800,1.00699600,1.00546400,1.00448100,1.00274300,1.00082500
7.684000,1.26201400,1.00699600,1.00546400,1.00448100,1.00274300,1.00082500
7.685999,1.26205000,1.00699700,1.00546400,1.00448100,1.00274300,1.00082500
7.687999,1.26208600,1.00699700,1.00546400,1.00448100,1.00274300,1.00082500
7.689999,1.26212200,1.00699700,1.00546400,1.00448200,1.00274300,1.00082500
7.692000,1.26215800,1.00699700,1.00546400,1.00448200,1.00274300,1.00082500
7.694000,1.26219400,1.00699700,1.00546500,1.00448200,1.00274300,1.00082500
7.695999,1.26223000,1.00699800,1.00546500,1.00448200,1.00274300,1.00082500
7.697999,1.26226600,1.00699800,1.00546500,1.00448200,1.00274300,1.00082500
7.699999,1.26230200,1.00699800,1.00546500,1.00448200,1.00274300,1.00082500
7.702000,1.26233900,1.00699800,1.00546500,1.00448200,1.00274300,1.00082500
7.704000,1.26237500,1.00699800,1.00546500,1.00448200,1.00274300,1.00082500
7.705999,1.26241100,1.00699900,1.00546600,1.00448300,1.00274300,1.00082500
7.707999,1.26244700,1.00699900,1.00546600,1.00448300,1.00274400,1.00082500
7.710000,1.26248300,1.00699900,1.00546600,1.00448300,1.00274400,1.00082500
7.712000,1.26251900,1.00699900,1.00546600,1.00448300,1.00274400,1.00082500
7.713999,1.26255500,1.00699900,1.00546600,1.00448300,1.00274400,1.00082500
7.715999,1.26259100,1.00700000,1.00546600,1.00448300,1.00274400,1.00082500
7.717999,1.26262700,1.00700000,1.00546700,1.00448300,1.00274400,1.00082500
7.720000,1.26266400,1.00700000,1.00546700,1.00448300,1.00274400,1.00082500
7.722000,1.26270000,1.00700000,1.00546700,1.00448400,1.00274400,1.00082500
7.724000,1.26273600,1.00700100,1.00546700,1.00448400,1.00274400,1.00082600
7.725999,1.26277200,1.00700100,1.00546700,1.00448400,1.00274400,1.00082600
7.727999,1.26280800,1.00700100,1.00546700,1.00448400,1.00274400,1.00082600
7.730000,1.26284500,1.00700100,1.00546800,1.00448400,1.00274400,1.00082600
7.731999,1.26288100,1.00700200,1.00546800,1.00448400,1.00274500,1.00082600
7.733999,1.26291700,1.00700200,1.00546800,1.00448400,1.00274500,1.00082600
7.735999,1.26295300,1.00700200,1.00546800,1.00448500,1.00274500,1.00082600
7.737999,1.26299000,1.00700200,1.00546800,1.00448500,1.00274500,1.00082600
7.740000,1.26302600,1.00700200,1.00546800,1.00448500,1.00274500,1.00082600
7.742000,1.26306200,1.00700300,1.00546800,1.00448500,1.00274500,1.00082600
7.743999,1.26309800,1.00700300,1.00546900,1.00448500,1.00274500,1.00082600
7.745999,1.26313500,1.00700300,1.00546900,1.00448500,1.00274500,1.00082600
7.747999,1.26317100,1.00700300,1.00546900,1.00448500,1.00274500,1.00082600
7.750000,1.26320700,1.00700300,1.00546900,1.00448500,1.00274500,1.00082600
7.751999,1.26324400,1.00700400,1.00546900,1.00448600,1.00274500,1.00082600
7.753999,1.26328000,1.00700400,1.00546900,1.00448600,1.00274500,1.00082600
7.755999,1.26331600,1.00700400,1.00547000,1.00448600,1.00274600,1.00082600
7.757999,1.26335300,1.00700400,1.00547000,1.00448600,1.00274600,1.00082600
7.760000,1.26338900,1.00700400,1.00547000,1.00448600,1.00274600,1.00082600
7.762000,1.26342500,1.00700500,1.00547000,1.00448600,1.00274600,1.00082600
7.763999,1.26346200,1.00700500,1.00547000,1.00448600,1.00274600,1.00082600
7.765999,1.26349800,1.00700500,1.00547000,1.00448600,1.00274600,1.00082600
7.767999,1.26353500,1.00700500,1.00547100,1.00448700,1.00274600,1.00082600
7.770000,1.26357100,1.00700600,1.00547100,1.00448700,1.00274600,1.00082600
7.771999,1.26360800,1.00700600,1.00547100,1.00448700,1.00274600,1.00082600
7.773999,1.26364400,1.00700600,1.00547100,1.00448700,1.00274600,1.00082600
7.775999,1.26368000,1.00700600,1.00547100,1.00448700,1.00274600,1.00082600
7.777999,1.26371700,1.00700700,1.00547100,1.00448700,1.00274600,1.00082600
7.780000,1.26375300,1.00700700,1.00547200,1.00448700,1.00274600,1.00082600
7.782000,1.26379000,1.00700700,1.00547200,1.00448800,1.00274600,1.00082600
7.783999,1.26382600,1.00700700,1.00547200,1.00448800,1.00274700,1.00082600
7.785999,1.26386300,1.00700700,1.00547200,1.00448800,1.00274700,1.00082600
7.788000,1.26389900,1.00700800,1.00547200,1.00448800,1.00274700,1.00082600
7.789999,1.26393600,1.00700800,1.00547200,1.00448800,1.00274700,1.00082600
7.791999,1.26397300,1.00700800,1.00547300,1.00448800,1.00274700,1.00082600
7.793999,1.26400900,1.00700800,1.00547300,1.00448800,1.00274700,1.00082600
7.795999,1.26404600,1.00700800,1.00547300,1.00448800,1.00274700,1.00082600
7.798000,1.26408200,1.00700900,1.00547300,1.00448900,1.00274700,1.00082600
7.800000,1.26411900,1.00700900,1.00547300,1.00448900,1.00274700,1.00082600
7.802000,1.26415600,1.00700900,1.00547300,1.00448900,1.00274700,1.00082600
7.803999,1.26419200,1.00700900,1.00547300,1.00448900,1.00274700,1.00082600
7.805999,1.26422900,1.00701000,1.00547400,1.00448900,1.00274700,1.00082600
7.808000,1.26426500,1.00701000,1.00547400,1.00448900,1.00274700,1.00082600
7.809999,1.26430200,1.00701000,1.00547400,1.00448900,1.00274800,1.00082600
7.811999,1.26433900,1.00701000,1.00547400,1.00449000,1.00274800,1.00082600
7.813999,1.26437500,1.00701000,1.00547400,1.00449000,1.00274800,1.00082600
7.815999,1.26441200,1.00701100,1.00547500,1.00449000,1.00274800,1.00082600
7.818000,1.26444900,1.00701100,1.00547500,1.00449000,1.00274800,1.00082600
7.820000,1.26448500,1.00701100,1.00547500,1.00449000,1.00274800,1.00082600
7.822000,1.26452200,1.00701100,1.00547500,1.00449000,1.00274800,1.00082700
7.823999,1.26455900,1.00701200,1.00547500,1.00449000,1.00274800,1.00082700
7.825999,1.26459600,1.00701200,1.00547500,1.00449000,1.00274800,1.00082700
7.828000,1.26463200,1.00701200,1.00547600,1.00449000,1.00274800,1.00082700
7.829999,1.26466900,1.00701200,1.00547600,1.00449100,1.00274800,1.00082700
7.831999,1.26470600,1.00701200,1.00547600,1.00449100,1.00274800,1.00082700
7.833999,1.26474300,1.00701300,1.00547600,1.00449100,1.00274800,1.00082700
7.835999,1.26477900,1.00701300,1.00547600,1.00449100,1.00274800,1.00082700
7.838000,1.26481600,1.00701300,1.00547600,1.00449100,1.00274900,1.00082700
7.840000,1.26485300,1.00701300,1.00547600,1.00449100,1.00274900,1.00082700
7.842000,1.26489000,1.00701400,1.00547700,1.00449100,1.00274900,1.00082700
7.843999,1.26492700,1.00701400,1.00547700,1.00449200,1.00274900,1.00082700
7.845999,1.26496400,1.00701400,1.00547700,1.00449200,1.00274900,1.00082700
7.848000,1.26500000,1.00701400,1.00547700,1.00449200,1.00274900,1.00082700
7.849999,1.26503700,1.00701400,1.00547700,1.00449200,1.00274900,1.00082700
7.851999,1.26507400,1.00701500,1.00547700,1.00449200,1.00274900,1.00082700
7.853999,1.26511100,1.00701500,1.00547800,1.00449200,1.00274900,1.00082700
7.856000,1.26514800,1.00701500,1.00547800,1.00449200,1.00274900,1.00082700
7.858000,1.26518500,1.00701500,1.00547800,1.00449300,1.00274900,1.00082700
7.860000,1.26522200,1.00701500,1.00547800,1.00449300,1.00274900,1.00082700
7.862000,1.26525900,1.00701600,1.00547800,1.00449300,1.00275000,1.00082700
7.863999,1.26529600,1.00701600,1.00547900,1.00449300,1.00275000,1.00082700
7.866000,1.26533300,1.00701600,1.00547900,1.00449300,1.00275000,1.00082700
7.868000,1.26537000,1.00701600,1.00547900,1.00449300,1.00275000,1.00082700
7.869999,1.26540700,1.00701700,1.00547900,1.00449300,1.00275000,1.00082700
7.871999,1.26544400,1.00701700,1.00547900,1.00449300,1.00275000,1.00082700
7.873999,1.26548100,1.00701700,1.00547900,1.00449400,1.00275000,1.00082700
7.876000,1.26551800,1.00701700,1.00547900,1.00449400,1.00275000,1.00082700
7.878000,1.26555500,1.00701700,1.00548000,1.00449400,1.00275000,1.00082700
7.880000,1.26559200,1.00701800,1.00548000,1.00449400,1.00275000,1.00082700
7.881999,1.26562900,1.00701800,1.00548000,1.00449400,1.00275000,1.00082700
7.883999,1.26566600,1.00701800,1.00548000,1.00449400,1.00275000,1.00082700
7.886000,1.26570300,1.00701800,1.00548000,1.00449400,1.00275100,1.00082700
7.888000,1.26574000,1.00701900,1.00548000,1.00449400,1.00275100,1.00082700
7.889999,1.26577700,1.00701900,1.00548100,1.00449500,1.00275100,1.00082700
7.891999,1.26581400,1.00701900,1.00548100,1.00449500,1.00275100,1.00082700
7.893999,1.26585100,1.00701900,1.00548100,1.00449500,1.00275100,1.00082700
7.896000,1.26588800,1.00701900,1.00548100,1.00449500,1.00275100,1.00082700
7.898000,1.26592600,1.00702000,1.00548100,1.00449500,1.00275100,1.00082700
7.900000,1.26596300,1.00702000,1.00548100,1.00449500,1.00275100,1.00082700
7.901999,1.26600000,1.00702000,1.00548200,1.00449500,1.00275100,1.00082700
7.903999,1.26603700,1.00702000,1.00548200,1.00449600,1.00275100,1.00082700
7.906000,1.26607400,1.00702000,1.00548200,1.00449600,1.00275100,1.00082700
7.908000,1.26611100,1.00702100,1.00548200,1.00449600,1.00275100,1.00082700
7.909999,1.26614900,1.00702100,1.00548200,1.00449600,1.00275100,1.00082800
7.911999,1.26618600,1.00702100,1.00548200,1.00449600,1.00275100,1.00082800
7.913999,1.26622300,1.00702100,1.00548300,1.00449600,1.00275200,1.00082800
7.916000,1.26626000,1.00702200,1.00548300,1.00449600,1.00275200,1.00082800
7.918000,1.26629800,1.00702200,1.00548300,1.00449600,1.00275200,1.00082800
7.920000,1.26633500,1.00702200,1.00548300,1.00449700,1.00275200,1.00082800
7.921999,1.26637200,1.00702200,1.00548300,1.00449700,1.00275200,1.00082800
7.923999,1.26640900,1.00702300,1.00548300,1.00449700,1.00275200,1.00082800
7.926000,1.26644700,1.00702300,1.00548400,1.00449700,1.00275200,1.00082800
7.927999,1.26648400,1.00702300,1.00548400,1.00449700,1.00275200,1.00082800
7.929999,1.26652100,1.00702300,1.00548400,1.00449700,1.00275200,1.00082800
7.931999,1.26655900,1.00702300,1.00548400,1.00449700,1.00275200,1.00082800
7.934000,1.26659600,1.00702400,1.00548400,1.00449800,1.00275200,1.00082800
7.936000,1.26663300,1.00702400,1.00548400,1.00449800,1.00275200,1.00082800
7.938000,1.26667100,1.00702400,1.00548400,1.00449800,1.00275300,1.00082800
7.939999,1.26670800,1.00702400,1.00548500,1.00449800,1.00275300,1.00082800
7.941999,1.26674500,1.00702500,1.00548500,1.00449800,1.00275300,1.00082800
7.944000,1.26678300,1.00702500,1.00548500,1.00449800,1.00275300,1.00082800
7.946000,1.26682000,1.00702500,1.00548500,1.00449800,1.00275300,1.00082800
7.947999,1.26685800,1.00702500,1.00548500,1.00449800,1.00275300,1.00082800
7.949999,1.26689500,1.00702500,1.00548600,1.00449900,1.00275300,1.00082800
7.951999,1.26693300,1.00702600,1.00548600,1.00449900,1.00275300,1.00082800
7.954000,1.26697000,1.00702600,1.00548600,1.00449900,1.00275300,1.00082800
7.955999,1.26700700,1.00702600,1.00548600,1.00449900,1.00275300,1.00082800
7.957999,1.26704500,1.00702600,1.00548600,1.00449900,1.00275300,1.00082800
7.959999,1.26708200,1.00702600,1.00548600,1.00449900,1.00275300,1.00082800
7.961999,1.26712000,1.00702700,1.00548600,1.00449900,1.00275300,1.00082800
7.964000,1.26715800,1.00702700,1.00548700,1.00449900,1.00275300,1.00082800
7.966000,1.26719500,1.00702700,1.00548700,1.00450000,1.00275400,1.00082800
7.967999,1.26723300,1.00702700,1.00548700,1.00450000,1.00275400,1.00082800
7.969999,1.26727000,1.00702800,1.00548700,1.00450000,1.00275400,1.00082800
7.971999,1.26730800,1.00702800,1.00548700,1.00450000,1.00275400,1.00082800
7.974000,1.26734500,1.00702800,1.00548700,1.00450000,1.00275400,1.00082800
7.975999,1.26738300,1.00702800,1.00548800,1.00450000,1.00275400,1.00082800
7.977999,1.26742000,1.00702800,1.00548800,1.00450000,1.00275400,1.00082800
7.979999,1.26745800,1.00702900,1.00548800,1.00450100,1.00275400,1.00082800
7.981999,1.26749600,1.00702900,1.00548800,1.00450100,1.00275400,1.00082800
7.984000,1.26753300,1.00702900,1.00548800,1.00450100,1.00275400,1.00082800
7.986000,1.26757100,1.00702900,1.00548800,1.00450100,1.00275400,1.00082800
7.987999,1.26760900,1.00703000,1.00548900,1.00450100,1.00275400,1.00082800
7.989999,1.26764600,1.00703000,1.00548900,1.00450100,1.00275500,1.00082800
7.991999,1.26768400,1.00703000,1.00548900,1.00450100,1.00275500,1.00082800
7.993999,1.26772200,1.00703000,1.00548900,1.00450100,1.00275500,1.00082800
7.995999,1.26775900,1.00703000,1.00548900,1.00450200,1.00275500,1.00082800
7.997999,1.26779700,1.00703100,1.00548900,1.00450200,1.00275500,1.00082900
7.999999,1.26783500,1.00703100,1.00549000,1.00450200,1.00275500,1.00082900
8.001999,1.26787200,1.00703100,1.00549000,1.00450200,1.00275500,1.00082900
8.004000,1.26791000,1.00703100,1.00549000,1.00450200,1.00275500,1.00082900
8.006000,1.26794800,1.00703200,1.00549000,1.00450200,1.00275500,1.00082900
