E[1] [eV],Re(eps)_nbnd_10,Re(eps)_nbnd_20,Re(eps)_nbnd_30,Re(eps)_nbnd_40,Re(eps)_nbnd_50,Re(eps)_nbnd_60,Re(eps)_nbnd_70,Re(eps)_nbnd_80
4.872000,1.00685300,1.01011100,1.01138200,1.01179000,1.01202900,1.01217000,1.01226100,1.01230700
4.874000,1.00685400,1.01011100,1.01138300,1.01179000,1.01202900,1.01217100,1.01226100,1.01230700
4.875999,1.00685400,1.01011200,1.01138300,1.01179000,1.01202900,1.01217100,1.01226200,1.01230800
4.878000,1.00685400,1.01011200,1.01138300,1.01179100,1.01203000,1.01217100,1.01226200,1.01230800
4.880000,1.00685400,1.01011200,1.01138400,1.01179100,1.01203000,1.01217200,1.01226200,1.01230800
4.881999,1.00685400,1.01011300,1.01138400,1.01179100,1.01203000,1.01217200,1.01226300,1.01230800
4.884000,1.00685500,1.01011300,1.01138400,1.01179100,1.01203100,1.01217200,1.01226300,1.01230900
4.886000,1.00685500,1.01011300,1.01138500,1.01179200,1.01203100,1.01217300,1.01226300,1.01230900
4.888000,1.00685500,1.01011300,1.01138500,1.01179200,1.01203100,1.01217300,1.01226400,1.01231000
4.890000,1.00685500,1.01011400,1.01138500,1.01179200,1.01203200,1.01217300,1.01226400,1.01231000
4.891999,1.00685500,1.01011400,1.01138600,1.01179300,1.01203200,1.01217400,1.01226400,1.01231000
4.894000,1.00685600,1.01011400,1.01138600,1.01179300,1.01203200,1.01217400,1.01226500,1.01231100
4.895999,1.00685600,1.01011500,1.01138600,1.01179300,1.01203300,1.01217400,1.01226500,1.01231100
4.898000,1.00685600,1.01011500,1.01138700,1.01179400,1.01203300,1.01217500,1.01226500,1.01231100
4.900000,1.00685600,1.01011500,1.01138700,1.01179400,1.01203300,1.01217500,1.01226600,1.01231100
4.901999,1.00685600,1.01011600,1.01138700,1.01179400,1.01203400,1.01217500,1.01226600,1.01231200
4.904000,1.00685700,1.01011600,1.01138700,1.01179500,1.01203400,1.01217600,1.01226600,1.01231200
4.906000,1.00685700,1.01011600,1.01138800,1.01179500,1.01203400,1.01217600,1.01226700,1.01231300
4.908000,1.00685700,1.01011600,1.01138800,1.01179500,1.01203500,1.01217600,1.01226700,1.01231300
4.909999,1.00685700,1.01011700,1.01138800,1.01179600,1.01203500,1.01217700,1.01226700,1.01231300
4.912000,1.00685800,1.01011700,1.01138900,1.01179600,1.01203500,1.01217700,1.01226800,1.01231300
4.914000,1.00685800,1.01011700,1.01138900,1.01179600,1.01203600,1.01217700,1.01226800,1.01231400
4.915999,1.00685800,1.01011800,1.01138900,1.01179700,1.01203600,1.01217800,1.01226800,1.01231400
4.918000,1.00685800,1.01011800,1.01139000,1.01179700,1.01203600,1.01217800,1.01226900,1.01231400
4.920000,1.00685800,1.01011800,1.01139000,1.01179700,1.01203700,1.01217800,1.01226900,1.01231500
4.922000,1.00685900,1.01011800,1.01139000,1.01179800,1.01203700,1.01217900,1.01226900,1.01231500
4.924000,1.00685900,1.01011900,1.01139100,1.01179800,1.01203700,1.01217900,1.01227000,1.01231600
4.926000,1.00685900,1.01011900,1.01139100,1.01179800,1.01203800,1.01217900,1.01227000,1.01231600
4.927999,1.00685900,1.01011900,1.01139100,1.01179900,1.01203800,1.01218000,1.01227000,1.01231600
4.929999,1.00685900,1.01012000,1.01139200,1.01179900,1.01203800,1.01218000,1.01227100,1.01231600
4.932000,1.00686000,1.01012000,1.01139200,1.01179900,1.01203800,1.01218000,1.01227100,1.01231700
4.934000,1.00686000,1.01012000,1.01139200,1.01180000,1.01203900,1.01218100,1.01227100,1.01231700
4.935999,1.00686000,1.01012000,1.01139300,1.01180000,1.01203900,1.01218100,1.01227200,1.01231700
4.938000,1.00686000,1.01012100,1.01139300,1.01180000,1.01204000,1.01218100,1.01227200,1.01231800
4.940000,1.00686000,1.01012100,1.01139300,1.01180100,1.01204000,1.01218200,1.01227200,1.01231800
4.942000,1.00686100,1.01012100,1.01139400,1.01180100,1.01204000,1.01218200,1.01227300,1.01231800
4.944000,1.00686100,1.01012200,1.01139400,1.01180100,1.01204000,1.01218200,1.01227300,1.01231900
4.946000,1.00686100,1.01012200,1.01139400,1.01180200,1.01204100,1.01218300,1.01227300,1.01231900
4.947999,1.00686100,1.01012200,1.01139500,1.01180200,1.01204100,1.01218300,1.01227400,1.01231900
4.949999,1.00686100,1.01012200,1.01139500,1.01180200,1.01204100,1.01218300,1.01227400,1.01232000
4.952000,1.00686200,1.01012300,1.01139500,1.01180300,1.01204200,1.01218400,1.01227400,1.01232000
4.954000,1.00686200,1.01012300,1.01139500,1.01180300,1.01204200,1.01218400,1.01227500,1.01232100
4.956000,1.00686200,1.01012300,1.01139600,1.01180300,1.01204300,1.01218400,1.01227500,1.01232100
4.958000,1.00686200,1.01012400,1.01139600,1.01180400,1.01204300,1.01218500,1.01227500,1.01232100
4.960000,1.00686300,1.01012400,1.01139600,1.01180400,1.01204300,1.01218500,1.01227600,1.01232100
4.962000,1.00686300,1.01012400,1.01139700,1.01180400,1.01204300,1.01218500,1.01227600,1.01232200
4.964000,1.00686300,1.01012400,1.01139700,1.01180400,1.01204400,1.01218600,1.01227600,1.01232200
4.966000,1.00686300,1.01012500,1.01139700,1.01180500,1.01204400,1.01218600,1.01227700,1.01232200
4.967999,1.00686300,1.01012500,1.01139800,1.01180500,1.01204400,1.01218600,1.01227700,1.01232300
4.969999,1.00686400,1.01012500,1.01139800,1.01180600,1.01204500,1.01218700,1.01227700,1.01232300
4.972000,1.00686400,1.01012600,1.01139800,1.01180600,1.01204500,1.01218700,1.01227800,1.01232300
4.974000,1.00686400,1.01012600,1.01139900,1.01180600,1.01204600,1.01218700,1.01227800,1.01232400
4.976000,1.00686400,1.01012600,1.01139900,1.01180600,1.01204600,1.01218800,1.01227800,1.01232400
4.978000,1.00686400,1.01012600,1.01139900,1.01180700,1.01204600,1.01218800,1.01227900,1.01232400
4.980000,1.00686500,1.01012700,1.01140000,1.01180700,1.01204600,1.01218800,1.01227900,1.01232500
4.982000,1.00686500,1.01012700,1.01140000,1.01180700,1.01204700,1.01218900,1.01227900,1.01232500
4.984000,1.00686500,1.01012700,1.01140000,1.01180800,1.01204700,1.01218900,1.01228000,1.01232600
4.986000,1.00686500,1.01012800,1.01140100,1.01180800,1.01204700,1.01218900,1.01228000,1.01232600
4.987999,1.00686600,1.01012800,1.01140100,1.01180800,1.01204800,1.01219000,1.01228000,1.01232600
4.990000,1.00686600,1.01012800,1.01140100,1.01180900,1.01204800,1.01219000,1.01228100,1.01232600
4.992000,1.00686600,1.01012900,1.01140200,1.01180900,1.01204800,1.01219000,1.01228100,1.01232700
4.993999,1.00686600,1.01012900,1.01140200,1.01180900,1.01204900,1.01219100,1.01228100,1.01232700
4.996000,1.00686600,1.01012900,1.01140200,1.01181000,1.01204900,1.01219100,1.01228200,1.01232700
4.998000,1.00686600,1.01012900,1.01140200,1.01181000,1.01204900,1.01219100,1.01228200,1.01232800
5.000000,1.00686700,1.01013000,1.01140300,1.01181000,1.01205000,1.01219200,1.01228200,1.01232800
5.002000,1.00686700,1.01013000,1.01140300,1.01181100,1.01205000,1.01219200,1.01228300,1.01232900
5.003999,1.00686700,1.01013000,1.01140300,1.01181100,1.01205000,1.01219200,1.01228300,1.01232900
5.006000,1.00686700,1.01013100,1.01140400,1.01181100,1.01205100,1.01219300,1.01228300,1.01232900
5.007999,1.00686800,1.01013100,1.01140400,1.01181200,1.01205100,1.01219300,1.01228400,1.01232900
5.010000,1.00686800,1.01013100,1.01140400,1.01181200,1.01205100,1.01219300,1.01228400,1.01233000
5.012000,1.00686800,1.01013100,1.01140500,1.01181200,1.01205200,1.01219400,1.01228400,1.01233000
5.013999,1.00686800,1.01013200,1.01140500,1.01181300,1.01205200,1.01219400,1.01228500,1.01233000
5.016000,1.00686800,1.01013200,1.01140500,1.01181300,1.01205200,1.01219400,1.01228500,1.01233100
5.018000,1.00686900,1.01013200,1.01140600,1.01181300,1.01205300,1.01219500,1.01228500,1.01233100
5.020000,1.00686900,1.01013300,1.01140600,1.01181400,1.01205300,1.01219500,1.01228600,1.01233100
5.021999,1.00686900,1.01013300,1.01140600,1.01181400,1.01205300,1.01219500,1.01228600,1.01233200
5.024000,1.00686900,1.01013300,1.01140700,1.01181400,1.01205400,1.01219600,1.01228600,1.01233200
5.026000,1.00686900,1.01013400,1.01140700,1.01181500,1.01205400,1.01219600,1.01228700,1.01233200
5.027999,1.00687000,1.01013400,1.01140700,1.01181500,1.01205400,1.01219600,1.01228700,1.01233300
5.030000,1.00687000,1.01013400,1.01140800,1.01181500,1.01205500,1.01219700,1.01228700,1.01233300
5.032000,1.00687000,1.01013400,1.01140800,1.01181600,1.01205500,1.01219700,1.01228800,1.01233400
5.034000,1.00687000,1.01013500,1.01140800,1.01181600,1.01205500,1.01219700,1.01228800,1.01233400
5.036000,1.00687100,1.01013500,1.01140900,1.01181600,1.01205600,1.01219800,1.01228800,1.01233400
5.038000,1.00687100,1.01013500,1.01140900,1.01181700,1.01205600,1.01219800,1.01228900,1.01233400
5.039999,1.00687100,1.01013600,1.01140900,1.01181700,1.01205600,1.01219800,1.01228900,1.01233500
5.041999,1.00687100,1.01013600,1.01141000,1.01181700,1.01205700,1.01219900,1.01228900,1.01233500
5.044000,1.00687100,1.01013600,1.01141000,1.01181800,1.01205700,1.01219900,1.01229000,1.01233500
5.046000,1.00687200,1.01013600,1.01141000,1.01181800,1.01205700,1.01219900,1.01229000,1.01233600
5.047999,1.00687200,1.01013700,1.01141000,1.01181800,1.01205800,1.01220000,1.01229000,1.01233600
5.050000,1.00687200,1.01013700,1.01141100,1.01181900,1.01205800,1.01220000,1.01229100,1.01233600
5.052000,1.00687200,1.01013700,1.01141100,1.01181900,1.01205800,1.01220000,1.01229100,1.01233700
5.054000,1.00687200,1.01013800,1.01141100,1.01181900,1.01205900,1.01220100,1.01229100,1.01233700
5.056000,1.00687300,1.01013800,1.01141200,1.01181900,1.01205900,1.01220100,1.01229200,1.01233700
5.058000,1.00687300,1.01013800,1.01141200,1.01182000,1.01205900,1.01220100,1.01229200,1.01233800
5.059999,1.00687300,1.01013900,1.01141200,1.01182000,1.01206000,1.01220200,1.01229200,1.01233800
5.061999,1.00687300,1.01013900,1.01141300,1.01182100,1.01206000,1.01220200,1.01229300,1.01233900
5.064000,1.00687300,1.01013900,1.01141300,1.01182100,1.01206000,1.01220200,1.01229300,1.01233900
5.066000,1.00687400,1.01013900,1.01141300,1.01182100,1.01206100,1.01220300,1.01229300,1.01233900
5.068000,1.00687400,1.01014000,1.01141400,1.01182200,1.01206100,1.01220300,1.01229400,1.01233900
5.070000,1.00687400,1.01014000,1.01141400,1.01182200,1.01206100,1.01220300,1.01229400,1.01234000
5.072000,1.00687400,1.01014000,1.01141400,1.01182200,1.01206200,1.01220400,1.01229400,1.01234000
5.074000,1.00687400,1.01014100,1.01141500,1.01182200,1.01206200,1.01220400,1.01229500,1.01234000
5.076000,1.00687500,1.01014100,1.01141500,1.01182300,1.01206200,1.01220400,1.01229500,1.01234100
5.078000,1.00687500,1.01014100,1.01141500,1.01182300,1.01206300,1.01220500,1.01229500,1.01234100
5.079999,1.00687500,1.01014100,1.01141600,1.01182300,1.01206300,1.01220500,1.01229600,1.01234100
5.081999,1.00687500,1.01014200,1.01141600,1.01182400,1.01206300,1.01220500,1.01229600,1.01234200
5.084000,1.00687600,1.01014200,1.01141600,1.01182400,1.01206400,1.01220600,1.01229600,1.01234200
5.085999,1.00687600,1.01014200,1.01141700,1.01182400,1.01206400,1.01220600,1.01229700,1.01234200
5.088000,1.00687600,1.01014300,1.01141700,1.01182500,1.01206400,1.01220600,1.01229700,1.01234300
5.090000,1.00687600,1.01014300,1.01141700,1.01182500,1.01206500,1.01220700,1.01229700,1.01234300
5.092000,1.00687600,1.01014300,1.01141800,1.01182500,1.01206500,1.01220700,1.01229800,1.01234400
5.094000,1.00687700,1.01014400,1.01141800,1.01182600,1.01206500,1.01220700,1.01229800,1.01234400
5.096000,1.00687700,1.01014400,1.01141800,1.01182600,1.01206600,1.01220800,1.01229800,1.01234400
5.098000,1.00687700,1.01014400,1.01141800,1.01182600,1.01206600,1.01220800,1.01229900,1.01234400
5.099999,1.00687700,1.01014400,1.01141900,1.01182700,1.01206600,1.01220800,1.01229900,1.01234500
5.102000,1.00687700,1.01014500,1.01141900,1.01182700,1.01206700,1.01220900,1.01229900,1.01234500
5.104000,1.00687800,1.01014500,1.01141900,1.01182700,1.01206700,1.01220900,1.01230000,1.01234500
5.105999,1.00687800,1.01014500,1.01142000,1.01182800,1.01206700,1.01220900,1.01230000,1.01234600
5.108000,1.00687800,1.01014600,1.01142000,1.01182800,1.01206800,1.01221000,1.01230000,1.01234600
5.110000,1.00687800,1.01014600,1.01142000,1.01182800,1.01206800,1.01221000,1.01230100,1.01234700
5.112000,1.00687800,1.01014600,1.01142100,1.01182900,1.01206800,1.01221000,1.01230100,1.01234700
5.114000,1.00687900,1.01014600,1.01142100,1.01182900,1.01206900,1.01221100,1.01230100,1.01234700
5.115999,1.00687900,1.01014700,1.01142100,1.01182900,1.01206900,1.01221100,1.01230200,1.01234700
5.118000,1.00687900,1.01014700,1.01142200,1.01183000,1.01206900,1.01221100,1.01230200,1.01234800
5.119999,1.00687900,1.01014700,1.01142200,1.01183000,1.01207000,1.01221200,1.01230200,1.01234800
5.122000,1.00688000,1.01014800,1.01142200,1.01183000,1.01207000,1.01221200,1.01230300,1.01234900
5.124000,1.00688000,1.01014800,1.01142300,1.01183100,1.01207000,1.01221200,1.01230300,1.01234900
5.125999,1.00688000,1.01014800,1.01142300,1.01183100,1.01207100,1.01221300,1.01230300,1.01234900
5.128000,1.00688000,1.01014800,1.01142300,1.01183100,1.01207100,1.01221300,1.01230400,1.01234900
5.130000,1.00688000,1.01014900,1.01142400,1.01183200,1.01207100,1.01221300,1.01230400,1.01235000
5.132000,1.00688100,1.01014900,1.01142400,1.01183200,1.01207200,1.01221400,1.01230400,1.01235000
5.133999,1.00688100,1.01014900,1.01142400,1.01183200,1.01207200,1.01221400,1.01230500,1.01235100
5.136000,1.00688100,1.01015000,1.01142500,1.01183300,1.01207200,1.01221400,1.01230500,1.01235100
5.138000,1.00688100,1.01015000,1.01142500,1.01183300,1.01207300,1.01221500,1.01230500,1.01235100
5.139999,1.00688100,1.01015000,1.01142500,1.01183300,1.01207300,1.01221500,1.01230600,1.01235200
5.142000,1.00688200,1.01015100,1.01142500,1.01183400,1.01207300,1.01221500,1.01230600,1.01235200
5.144000,1.00688200,1.01015100,1.01142600,1.01183400,1.01207400,1.01221600,1.01230600,1.01235200
5.146000,1.00688200,1.01015100,1.01142600,1.01183400,1.01207400,1.01221600,1.01230700,1.01235200
5.148000,1.00688200,1.01015100,1.01142600,1.01183500,1.01207400,1.01221600,1.01230700,1.01235300
5.150000,1.00688200,1.01015200,1.01142700,1.01183500,1.01207500,1.01221700,1.01230700,1.01235300
5.151999,1.00688300,1.01015200,1.01142700,1.01183500,1.01207500,1.01221700,1.01230800,1.01235400
5.153999,1.00688300,1.01015200,1.01142700,1.01183600,1.01207500,1.01221700,1.01230800,1.01235400
5.156000,1.00688300,1.01015300,1.01142800,1.01183600,1.01207600,1.01221800,1.01230800,1.01235400
5.158000,1.00688300,1.01015300,1.01142800,1.01183600,1.01207600,1.01221800,1.01230900,1.01235400
5.159999,1.00688400,1.01015300,1.01142800,1.01183700,1.01207600,1.01221800,1.01230900,1.01235500
5.162000,1.00688400,1.01015300,1.01142900,1.01183700,1.01207600,1.01221900,1.01230900,1.01235500
5.164000,1.00688400,1.01015400,1.01142900,1.01183700,1.01207700,1.01221900,1.01231000,1.01235600
5.166000,1.00688400,1.01015400,1.01142900,1.01183700,1.01207700,1.01221900,1.01231000,1.01235600
5.168000,1.00688400,1.01015400,1.01143000,1.01183800,1.01207800,1.01222000,1.01231000,1.01235600
5.170000,1.00688500,1.01015500,1.01143000,1.01183800,1.01207800,1.01222000,1.01231100,1.01235700
5.171999,1.00688500,1.01015500,1.01143000,1.01183900,1.01207800,1.01222000,1.01231100,1.01235700
5.173999,1.00688500,1.01015500,1.01143100,1.01183900,1.01207900,1.01222100,1.01231100,1.01235700
5.176000,1.00688500,1.01015500,1.01143100,1.01183900,1.01207900,1.01222100,1.01231200,1.01235800
5.177999,1.00688500,1.01015600,1.01143100,1.01184000,1.01207900,1.01222100,1.01231200,1.01235800
5.180000,1.00688600,1.01015600,1.01143200,1.01184000,1.01207900,1.01222200,1.01231200,1.01235800
5.182000,1.00688600,1.01015600,1.01143200,1.01184000,1.01208000,1.01222200,1.01231300,1.01235900
5.184000,1.00688600,1.01015700,1.01143200,1.01184000,1.01208000,1.01222200,1.01231300,1.01235900
5.186000,1.00688600,1.01015700,1.01143300,1.01184100,1.01208100,1.01222300,1.01231300,1.01235900
5.188000,1.00688600,1.01015700,1.01143300,1.01184100,1.01208100,1.01222300,1.01231400,1.01235900
5.190000,1.00688700,1.01015800,1.01143300,1.01184200,1.01208100,1.01222300,1.01231400,1.01236000
5.191999,1.00688700,1.01015800,1.01143300,1.01184200,1.01208200,1.01222400,1.01231400,1.01236000
5.193999,1.00688700,1.01015800,1.01143400,1.01184200,1.01208200,1.01222400,1.01231500,1.01236100
5.196000,1.00688700,1.01015800,1.01143400,1.01184200,1.01208200,1.01222400,1.01231500,1.01236100
5.197999,1.00688800,1.01015900,1.01143400,1.01184300,1.01208200,1.01222500,1.01231500,1.01236100
5.200000,1.00688800,1.01015900,1.01143500,1.01184300,1.01208300,1.01222500,1.01231600,1.01236200
5.202000,1.00688800,1.01015900,1.01143500,1.01184300,1.01208300,1.01222500,1.01231600,1.01236200
5.204000,1.00688800,1.01016000,1.01143500,1.01184400,1.01208400,1.01222600,1.01231600,1.01236200
5.206000,1.00688800,1.01016000,1.01143600,1.01184400,1.01208400,1.01222600,1.01231700,1.01236300
5.208000,1.00688900,1.01016000,1.01143600,1.01184400,1.01208400,1.01222600,1.01231700,1.01236300
5.210000,1.00688900,1.01016000,1.01143600,1.01184500,1.01208400,1.01222700,1.01231700,1.01236300
5.211999,1.00688900,1.01016100,1.01143700,1.01184500,1.01208500,1.01222700,1.01231800,1.01236400
5.214000,1.00688900,1.01016100,1.01143700,1.01184500,1.01208500,1.01222700,1.01231800,1.01236400
5.216000,1.00688900,1.01016100,1.01143700,1.01184600,1.01208500,1.01222800,1.01231800,1.01236400
5.217999,1.00689000,1.01016200,1.01143800,1.01184600,1.01208600,1.01222800,1.01231900,1.01236500
5.220000,1.00689000,1.01016200,1.01143800,1.01184600,1.01208600,1.01222800,1.01231900,1.01236500
5.222000,1.00689000,1.01016200,1.01143800,1.01184700,1.01208700,1.01222900,1.01231900,1.01236500
5.224000,1.00689000,1.01016200,1.01143900,1.01184700,1.01208700,1.01222900,1.01232000,1.01236600
5.226000,1.00689100,1.01016300,1.01143900,1.01184700,1.01208700,1.01222900,1.01232000,1.01236600
5.228000,1.00689100,1.01016300,1.01143900,1.01184800,1.01208700,1.01223000,1.01232000,1.01236600
5.230000,1.00689100,1.01016300,1.01144000,1.01184800,1.01208800,1.01223000,1.01232100,1.01236700
5.231999,1.00689100,1.01016400,1.01144000,1.01184800,1.01208800,1.01223000,1.01232100,1.01236700
5.234000,1.00689100,1.01016400,1.01144000,1.01184900,1.01208900,1.01223100,1.01232100,1.01236700
5.236000,1.00689200,1.01016400,1.01144100,1.01184900,1.01208900,1.01223100,1.01232200,1.01236800
5.237999,1.00689200,1.01016500,1.01144100,1.01184900,1.01208900,1.01223100,1.01232200,1.01236800
5.240000,1.00689200,1.01016500,1.01144100,1.01185000,1.01208900,1.01223200,1.01232200,1.01236800
5.242000,1.00689200,1.01016500,1.01144200,1.01185000,1.01209000,1.01223200,1.01232300,1.01236900
5.244000,1.00689200,1.01016500,1.01144200,1.01185000,1.01209000,1.01223200,1.01232300,1.01236900
5.245999,1.00689300,1.01016600,1.01144200,1.01185100,1.01209000,1.01223300,1.01232300,1.01236900
5.248000,1.00689300,1.01016600,1.01144300,1.01185100,1.01209100,1.01223300,1.01232400,1.01237000
5.250000,1.00689300,1.01016600,1.01144300,1.01185100,1.01209100,1.01223300,1.01232400,1.01237000
5.251999,1.00689300,1.01016700,1.01144300,1.01185200,1.01209200,1.01223400,1.01232400,1.01237000
5.254000,1.00689400,1.01016700,1.01144300,1.01185200,1.01209200,1.01223400,1.01232500,1.01237100
5.256000,1.00689400,1.01016700,1.01144400,1.01185200,1.01209200,1.01223400,1.01232500,1.01237100
5.258000,1.00689400,1.01016700,1.01144400,1.01185300,1.01209200,1.01223500,1.01232500,1.01237100
5.260000,1.00689400,1.01016800,1.01144400,1.01185300,1.01209300,1.01223500,1.01232600,1.01237200
5.262000,1.00689400,1.01016800,1.01144500,1.01185300,1.01209300,1.01223500,1.01232600,1.01237200
5.263999,1.00689400,1.01016800,1.01144500,1.01185400,1.01209300,1.01223600,1.01232600,1.01237200
5.265999,1.00689500,1.01016900,1.01144500,1.01185400,1.01209400,1.01223600,1.01232700,1.01237300
5.268000,1.00689500,1.01016900,1.01144600,1.01185400,1.01209400,1.01223600,1.01232700,1.01237300
5.270000,1.00689500,1.01016900,1.01144600,1.01185500,1.01209400,1.01223700,1.01232700,1.01237300
5.271999,1.00689500,1.01017000,1.01144600,1.01185500,1.01209500,1.01223700,1.01232800,1.01237400
5.274000,1.00689600,1.01017000,1.01144700,1.01185500,1.01209500,1.01223700,1.01232800,1.01237400
5.276000,1.00689600,1.01017000,1.01144700,1.01185600,1.01209500,1.01223800,1.01232800,1.01237400
5.278000,1.00689600,1.01017000,1.01144700,1.01185600,1.01209600,1.01223800,1.01232900,1.01237500
5.280000,1.00689600,1.01017100,1.01144800,1.01185600,1.01209600,1.01223800,1.01232900,1.01237500
5.282000,1.00689600,1.01017100,1.01144800,1.01185700,1.01209600,1.01223900,1.01232900,1.01237500
5.283999,1.00689700,1.01017100,1.01144800,1.01185700,1.01209700,1.01223900,1.01233000,1.01237600
5.285999,1.00689700,1.01017200,1.01144900,1.01185700,1.01209700,1.01223900,1.01233000,1.01237600
5.288000,1.00689700,1.01017200,1.01144900,1.01185800,1.01209700,1.01224000,1.01233000,1.01237600
5.289999,1.00689700,1.01017200,1.01144900,1.01185800,1.01209800,1.01224000,1.01233100,1.01237700
5.292000,1.00689700,1.01017200,1.01145000,1.01185800,1.01209800,1.01224000,1.01233100,1.01237700
5.294000,1.00689800,1.01017300,1.01145000,1.01185900,1.01209800,1.01224100,1.01233100,1.01237700
5.296000,1.00689800,1.01017300,1.01145000,1.01185900,1.01209900,1.01224100,1.01233200,1.01237800
5.298000,1.00689800,1.01017300,1.01145100,1.01185900,1.01209900,1.01224100,1.01233200,1.01237800
5.300000,1.00689800,1.01017400,1.01145100,1.01186000,1.01210000,1.01224200,1.01233200,1.01237800
5.302000,1.00689900,1.01017400,1.01145100,1.01186000,1.01210000,1.01224200,1.01233300,1.01237900
5.303999,1.00689900,1.01017400,1.01145100,1.01186000,1.01210000,1.01224200,1.01233300,1.01237900
5.305999,1.00689900,1.01017500,1.01145200,1.01186100,1.01210000,1.01224300,1.01233300,1.01237900
5.308000,1.00689900,1.01017500,1.01145200,1.01186100,1.01210100,1.01224300,1.01233400,1.01238000
5.309999,1.00689900,1.01017500,1.01145200,1.01186100,1.01210100,1.01224300,1.01233400,1.01238000
5.312000,1.00690000,1.01017500,1.01145300,1.01186200,1.01210100,1.01224400,1.01233400,1.01238000
5.314000,1.00690000,1.01017600,1.01145300,1.01186200,1.01210200,1.01224400,1.01233500,1.01238100
5.316000,1.00690000,1.01017600,1.01145300,1.01186200,1.01210200,1.01224400,1.01233500,1.01238100
5.318000,1.00690000,1.01017600,1.01145400,1.01186300,1.01210200,1.01224500,1.01233500,1.01238100
5.320000,1.00690000,1.01017700,1.01145400,1.01186300,1.01210300,1.01224500,1.01233600,1.01238200
5.322000,1.00690100,1.01017700,1.01145400,1.01186300,1.01210300,1.01224500,1.01233600,1.01238200
5.323999,1.00690100,1.01017700,1.01145500,1.01186300,1.01210300,1.01224600,1.01233600,1.01238200
5.326000,1.00690100,1.01017700,1.01145500,1.01186400,1.01210400,1.01224600,1.01233700,1.01238300
5.328000,1.00690100,1.01017800,1.01145500,1.01186400,1.01210400,1.01224600,1.01233700,1.01238300
5.329999,1.00690200,1.01017800,1.01145600,1.01186500,1.01210500,1.01224700,1.01233700,1.01238300
5.332000,1.00690200,1.01017800,1.01145600,1.01186500,1.01210500,1.01224700,1.01233800,1.01238400
5.334000,1.00690200,1.01017900,1.01145600,1.01186500,1.01210500,1.01224700,1.01233800,1.01238400
5.336000,1.00690200,1.01017900,1.01145700,1.01186500,1.01210500,1.01224800,1.01233800,1.01238400
5.338000,1.00690200,1.01017900,1.01145700,1.01186600,1.01210600,1.01224800,1.01233900,1.01238500
5.340000,1.00690300,1.01018000,1.01145700,1.01186600,1.01210600,1.01224800,1.01233900,1.01238500
5.342000,1.00690300,1.01018000,1.01145800,1.01186600,1.01210600,1.01224900,1.01233900,1.01238500
5.343999,1.00690300,1.01018000,1.01145800,1.01186700,1.01210700,1.01224900,1.01234000,1.01238600
5.346000,1.00690300,1.01018000,1.01145800,1.01186700,1.01210700,1.01224900,1.01234000,1.01238600
5.348000,1.00690300,1.01018100,1.01145900,1.01186800,1.01210700,1.01225000,1.01234000,1.01238600
5.349999,1.00690400,1.01018100,1.01145900,1.01186800,1.01210800,1.01225000,1.01234100,1.01238700
5.352000,1.00690400,1.01018100,1.01145900,1.01186800,1.01210800,1.01225000,1.01234100,1.01238700
5.354000,1.00690400,1.01018200,1.01146000,1.01186800,1.01210800,1.01225100,1.01234100,1.01238700
5.356000,1.00690400,1.01018200,1.01146000,1.01186900,1.01210900,1.01225100,1.01234200,1.01238800
5.358000,1.00690400,1.01018200,1.01146000,1.01186900,1.01210900,1.01225100,1.01234200,1.01238800
5.360000,1.00690500,1.01018200,1.01146100,1.01186900,1.01210900,1.01225200,1.01234200,1.01238800
5.362000,1.00690500,1.01018300,1.01146100,1.01187000,1.01211000,1.01225200,1.01234300,1.01238900
5.363999,1.00690500,1.01018300,1.01146100,1.01187000,1.01211000,1.01225200,1.01234300,1.01238900
5.366000,1.00690500,1.01018300,1.01146100,1.01187000,1.01211000,1.01225300,1.01234400,1.01238900
5.368000,1.00690600,1.01018400,1.01146200,1.01187100,1.01211100,1.01225300,1.01234400,1.01239000
5.370000,1.00690600,1.01018400,1.01146200,1.01187100,1.01211100,1.01225300,1.01234400,1.01239000
5.372000,1.00690600,1.01018400,1.01146200,1.01187100,1.01211100,1.01225400,1.01234400,1.01239000
5.374000,1.00690600,1.01018500,1.01146300,1.01187200,1.01211200,1.01225400,1.01234500,1.01239100
5.375999,1.00690600,1.01018500,1.01146300,1.01187200,1.01211200,1.01225400,1.01234500,1.01239100
5.377999,1.00690700,1.01018500,1.01146300,1.01187200,1.01211200,1.01225500,1.01234600,1.01239100
5.380000,1.00690700,1.01018500,1.01146400,1.01187300,1.01211300,1.01225500,1.01234600,1.01239200
5.381999,1.00690700,1.01018600,1.01146400,1.01187300,1.01211300,1.01225500,1.01234600,1.01239200
5.383999,1.00690700,1.01018600,1.01146400,1.01187300,1.01211300,1.01225600,1.01234700,1.01239300
5.386000,1.00690700,1.01018600,1.01146500,1.01187400,1.01211400,1.01225600,1.01234700,1.01239300
5.388000,1.00690800,1.01018700,1.01146500,1.01187400,1.01211400,1.01225600,1.01234700,1.01239300
5.390000,1.00690800,1.01018700,1.01146500,1.01187400,1.01211400,1.01225700,1.01234800,1.01239300
5.392000,1.00690800,1.01018700,1.01146600,1.01187500,1.01211500,1.01225700,1.01234800,1.01239400
